Autor,Título,Área do Conhecimento,Tipo Documento,Unidade,Ano,Link
"Scartezzini, Ana Claudia Goffi Flaquer",Risco do desenvolvimento e a legítima expectativa do consumidor,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-16022011-155427/?&lang=pt-br
"Schaefer, Amanda Polastro",A alienação parental e a violação aos direitos da personalidade,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-23092015-090257/?&lang=pt-br
"Schunck, Giuliana Bonanno",Contratos de longo prazo e dever de cooperação,Direito Civil,Tese de Doutorado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-28032014-144357/?&lang=pt-br
"Scramim, Umberto Cassiano Garcia",Da expansão dos danos indenizáveis e sua categorização,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2131/tde-10022021-145353/?&lang=pt-br
"Seabra, André Silva",Limitação e redução da cláusula penal,Direito Civil,Tese de Doutorado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2131/tde-22032021-233937/?&lang=pt-br
"Segalla, Alessandro Schirrmeister",A funcionalização do contrato de fiança: proposta de revalorização do instituto,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-31012011-163139/?&lang=pt-br
"Serpa, Pedro Ricardo e",Indenização punitiva,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-15052012-102822/?&lang=pt-br
"Shingai, Daniel Rodrigo Ito",A eficácia das obrigações em relação a terceiros,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2131/tde-17092020-145254/?&lang=pt-br
"Sica, Maria Isabel Carvalho",Inadimplemento antecipado,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-06032015-123748/?&lang=pt-br
"Silva Filho, Osny da",Direito dos contratos e doutrina contratual,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2016,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-21072016-144622/?&lang=pt-br
"Silva, Austréia Magalhães Candido da","Da ""Lex Julia de Collegiis"" e seus efeitos sobre a responsabilidade patrimonial das...",Direito Civil,Tese de Doutorado,Faculdade de Direito,2016,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-17052017-164545/?&lang=pt-br
"Silva, Fábio Rocha Pinto e",Garantias hipotecárias e fiduciária imobiliária em contratos não habitacionais: limites...,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-13102016-163040/?&lang=pt-br
"Silva, Flavio Murilo Tartuce",Teoria do risco concorrente na responsabilidade objetiva,Direito Civil,Tese de Doutorado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-30042013-151055/?&lang=pt-br
"Simões, Marcel Edvar","Transmissão em direito das obrigações: cessão de crédito, assunção de dívida e sub-rogação...",Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-03092012-094639/?&lang=pt-br
"Sousa, Marcos Rogerio de",A reprodução digital de obras literárias e seus reflexos no direito de autor,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-25112016-102306/?&lang=pt-br
"Souza Neto, Walter Alves de",Limites e desafios do direito autoral na sociedade da informação,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2131/tde-15102020-194923/?&lang=pt-br
"Souza, Adalberto Pimentel Diniz de",A onerosidade excessiva nos contratos aleatórios,Direito Civil,Tese de Doutorado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-10122014-081034/?&lang=pt-br
"Souza, Adriano Andrade de",Proteção estatal suficiente do meio ambiente por meio da responsabilidade civil,Direito Civil,Tese de Doutorado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2131/tde-30032021-143206/?&lang=pt-br
"Souza, Bárbara Bassani de",Seguro de responsabilidade civil: polêmicas e desafios,Direito Civil,Tese de Doutorado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2131/tde-06112020-194700/?&lang=pt-br
"Souza, Bárbara Bassani de",Seguros: beneficiários e suas implicações,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-01092016-161200/?&lang=pt-br
"Stanicia, Sergio Tuthill",Liberalidade e gratuidade no âmbito da doação,Direito Civil,Tese de Doutorado,Faculdade de Direito,2016,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-29072016-122221/?&lang=pt-br
"Steiner, Renata Carlos",Interesse positivo e Interesse negativo: a reparação de danos no direito privado...,Direito Civil,Tese de Doutorado,Faculdade de Direito,2016,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-20082016-121314/?&lang=pt-br
"Steinwascher Neto, Helmut",A proteção pretoriana ao nascituro no direito romano,Direito Civil,Tese de Doutorado,Faculdade de Direito,2016,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-12082016-162100/?&lang=pt-br
"Steinwascher Neto, Helmut","A procriação e o interesse da ""res publica"": uma análise das leis matrimoniais de...",Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-06062013-153045/?&lang=pt-br
"Strasburg Júnior, Carlos Edson",Da importância das indicações geográficas no atual contexto da empresa agrária,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-09112015-115413/?&lang=pt-br
"Sueyoshi, Tabir Dal Poggetto Oliveira",Aspectos jurídicos do plágio literário,Direito Civil,Tese de Doutorado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-09082017-132557/?&lang=pt-br
"Sueyoshi, Tabir Dal Poggetto Oliveira",Da natureza e do objeto do direito agroalimentar,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-17112011-113924/?&lang=pt-br
"Tancredi, Matheus Pires de Campos Borges",Honra no direito ático,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-06022014-110537/?&lang=pt-br
"Taveira Júnior, Fernando Tenorio",Proteção dos digital assets sob o enfoque dos direitos de personalidades,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-19112015-161317/?&lang=pt-br
"Teixeira, Ivan Lobato Prado",Capacidade e consentimento na relação médico-paciente,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-07052010-085547/?&lang=pt-br
"Toledo, Maria Beatriz de Miranda",Nulidades das disposições testamentárias,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2131/tde-06052021-004836/?&lang=pt-br
"Trevelim, Ivandro Ristum",A posse na regularização de assentamentos urbanos,Direito Civil,Tese de Doutorado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-20012015-105115/?&lang=pt-br
"Tronco, Arthur Abbade",O silêncio gerador de efeitos jurídicos: uma análise de direito privado,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2131/tde-10122020-220756/?&lang=pt-br
"Tropardi Filho, Luiz de Jesus",A responsabilidade civil e o ensino superior privado: a busca de parâmetros de q...,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-01082011-154136/?&lang=pt-br
"Tucci, Rogério Lauria Marçal",Prorrogação compulsória dos contratos de longa duração ,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-11122015-093521/?&lang=pt-br
"Ueda, Andréa Silva Rasga",Os contratos de comercialização de energia elétrica: uma análise sob o prisma do...,Direito Civil,Tese de Doutorado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-03102017-145458/?&lang=pt-br
"Ueda, Andréa Silva Rasga",Responsabilidade civil nas atividades de risco: um panorama atual a partir do Código...,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-02092009-085647/?&lang=pt-br
"Valim, Thalles Ricardo Alciati",Análise tipológica do contrato de doação,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2131/tde-16072020-161038/?&lang=pt-br
"Vanzella, Rafael Domingos Faiardo",Numerus clausus dos direitos reais e autonomia nos contratos de disposição,Direito Civil,Tese de Doutorado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-10112011-164402/?&lang=pt-br
"Vargas, Pedro Paulo de Siqueira",O contrato de doação como instrumento de planejamento sucessório no direito civil...,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-04102017-093200/?&lang=pt-br
"Veneziano, Felipe Bonsenso",Convenção da Cidade do Cabo e protocolo aeronáutico: aplicabilidade e efeitos no...,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2131/tde-10122020-212237/?&lang=pt-br
"Vícola, Nivaldo Sebastiao",A propriedade urbana no Brasil,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2007,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-27032008-164913/?&lang=pt-br
"Vieira, Cláudia Stein",Futuro do planejamento sucessório no Brasil: pela reforma do fideicomisso e pela...,Direito Civil,Tese de Doutorado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2131/tde-24032021-172720/?&lang=pt-br
"Vieira, Júlia Rosseti Picinin Arruda",Transmissão da propriedade imóvel pelo registro do título e segurança jurídica: um...,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-02022012-094543/?&lang=pt-br
"Villaverde, Roberta Marques Benazzi",Personalidade jurídica do anencéfalo,Direito Civil,Tese de Doutorado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-11062013-112204/?&lang=pt-br
"Yamashita, Hugo Tubone",A Análise dos Arranjos Híbridos de Contratação: A expressão do fenômeno cooperativo...,Direito Civil,Tese de Doutorado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2131/tde-23032021-002319/?&lang=pt-br
"Yamashita, Hugo Tubone",A alteração das circunstâncias fáticas nos contratos interempresariais,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2131/tde-08122015-083858/?&lang=pt-br
"Yoshida, Luciana",Responsabilidade civil extracontratual do Estado por omissão do Poder Executivo,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2131/tde-17092020-163706/?&lang=pt-br
"Zardo, Norton Thomé",Para além dos organogramas: a história da organização judiciária brasileira no período...,Direito Civil,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2131/tde-02052021-233326/?&lang=pt-br
"Abdallah, Ana Claudia Karam","A tutela jurídica do ""capital intelectual"" das sociedades empresárias",Direito Comercial,Tese de Doutorado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-04012011-134221/?&lang=pt-br
"Abud, Viviane Rossini Bergamaschi",Apontamentos sobre a oferta pública sobre a aquisição do controle de companhia aberta...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-13022014-163912/?&lang=pt-br
"Adamek, Marcelo Vieira von",Abuso de minoria em direito societário: abuso das posições subjetivas minoritári...,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-02082011-142051/?&lang=pt-br
"Adamo, Gabriela Afonso",Cartel em licitação: o papel dos programas de compliance em sua prevenção,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-25092020-164915/?&lang=pt-br
"Affonso, Ana Carolina Barbuio",A sociedade em conta da participação no direito brasileiro,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-08122014-155006/?&lang=pt-br
"Afonso, Larissa Maria Galimberti",Exclusões e exceções ao direito de patente,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-25112016-111541/?&lang=pt-br
"Aleixo, Ana Paula Martins","A cessão de crédito na recuperação judicial : da ""praxis"" à teoria da deliberação...",Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-08102020-220806/?&lang=pt-br
"Almeida, Arthur de Paula Lopes",Irregularidades nos aumentos de capital das sociedades anônimas: perspectivas de...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-17072020-155958/?&lang=pt-br
"Almeida, Fabiana Mendonça Martins de","Disciplina jurídica da companhia aberta: objeto, estrutura e fronteiras",Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-06052021-002243/?&lang=pt-br
"Alves, Thiago Peixoto",O garantidor e a novação recuperacional,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-24022016-165231/?&lang=pt-br
"Amaral, José Romeu Garcia do",Dever de lealdade dos acionistas nas sociedades anônimas,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-24032021-185305/?&lang=pt-br
"Amaral, Jose Romeu Garcia do",Ensaio sobre o regime jurídico das debêntures,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-21012015-093339/?&lang=pt-br
"Amaro, Anderson de Souza",A responsabilidade civil dos administradores e controladores de instituições financeiras...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-25092020-164500/?&lang=pt-br
"Andrade, Frederico Pupo Carrijo de",Responsabilidade civil do acionista controlador em razão de contratos com a companhia...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-04122020-024620/?&lang=pt-br
"Antonio, Nilva Maria Leonardi",As micro e pequenas empresas na nova lei de recuperação de empresas e falências:...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-03092012-112033/?&lang=pt-br
"Argüello, Ana Luiza Tesser",A cláusula penal nos contratos empresariais,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-02102020-010521/?&lang=pt-br
"Avelino, Luiz Filipi de Cristofaro",Aspectos jurídicos da securitização no Brasil,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-11022015-140625/?&lang=pt-br
"Azevedo, Luís André Negrelli de Moura",Concentração e dispersão do poder político nas organizações coletivas  finalísticas....,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-17122015-104939/?&lang=pt-br
"Azevedo, Luis Augusto Roux",A comutatividade do contrato de seguro,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-25082011-134415/?&lang=pt-br
"Balthazar, Luiza Silva",Proteção à moda como patrimônio cultural e propriedade intelectual,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-24072020-135201/?&lang=pt-br
"Barbosa Junior, Alberto Lucio",Antitruste e Política de Emprego,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2016,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-21052017-142046/?&lang=pt-br
"Barreto, Luisa Tortolano",Obrigações das partes e dever de colaboração nos contratos de consórcio,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-08102020-215345/?&lang=pt-br
"Becker, Bruno Bastos",Fundos de investimento no Brasil: anatomia funcional e análise crítica regulatór...,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-08092020-005654/?&lang=pt-br
"Becue, Sabrina Maria Fadel",Insolvência transnacional: as contribuições que a lei modelo da UNCITRAL pode proporcionar...,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-06112020-185232/?&lang=pt-br
"Becue, Sabrina Maria Fadel","A alienação de estabelecimento, como meio de recuperação judicial, e a inexistência...",Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-11022015-124739/?&lang=pt-br
"Bellotto, Bruna Pires de Campos",Termos de compromisso celebrados pela Comissão de Valores Mobiliários: análise dos...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-17092020-152253/?&lang=pt-br
"Belluci, Marcelo de Oliveira",Da aplicação do código de defesa do consumidor aos contratos de seguro e a quebra...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-08092011-082514/?&lang=pt-br
"Bernardes, Lucas Petri",Dever de diligência dos administradores de sociedades anônimas,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-27022015-083602/?&lang=pt-br
"Bernier, Joice Ruiz",O administrador judicial na recuperação judicial e na falência,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-03102017-162314/?&lang=pt-br
"Bezerra, Andréia Cristina",Alienação de controle: limitação do poder do controlador como mecanismo de proteção...,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-12122014-104138/?&lang=pt-br
"Borges, Fernanda de Fatima",A tecnologia da informação e os direitos humanos,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2018,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-30102020-034821/?&lang=pt-br
"Borges, Fernanda de Fatima",Os aspectos jurídicos do outsourcing,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-10082017-084458/?&lang=pt-br
"Borges, Leandro Vilarinho",Alienação de unidades produtivas isoladas em processos de recuperação judicial: delimitação...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-21012015-092127/?&lang=pt-br
"Borges, Rodrigo Fialho",Descontrole de estruturas: dos objetivos do antitruste às desigualdades econômic...,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-24032021-163117/?&lang=pt-br
"Bortolini, Pedro Rebello",Anotações sobre a assembleia-geral de credores na Lei de recuperação de empresas...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-03042017-103849/?&lang=pt-br
"Braga, Vicente Piccoli Medeiros",O arco da resolução bancária: sugestões para o Brasil a partir da análise do debate...,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-04092020-145338/?&lang=pt-br
"Braun, Lucas",Incentivos aos administradores: a opção de compra de ações,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-10012014-155751/?&lang=pt-br
"Bresciani, Rafael Helou",Nacionalidade e sociedade: apontamentos sobre o regime Jurídico da sociedade estrangeira...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-04122020-025522/?&lang=pt-br
"Buschinelli, Gabriel Saad Kik",Compra e venda de participações societárias de controle,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-26022021-165627/?&lang=pt-br
"Buschinelli, Gabriel Saad Kik",Abuso do direito de voto na assembléia geral de credores,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-24102016-155244/?&lang=pt-br
"Butruce, Vitor Augusto José",O design da ruptura dos contratos empresariais de prazo determinado,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-07082020-152902/?&lang=pt-br
"Calabró, Luiz Felipe Amaral",Teoria palco-platéia: a interação entre regulação e autorregulação do mercado de...,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2010,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-25082011-111452/?&lang=pt-br
"Camargo, André Antunes Soares de",Transações entre partes relacionadas: um desafio regulatório complexo e multidis...,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-05042013-105441/?&lang=pt-br
"Campos, Eduardo Paschoin de Oliveira",Aspectos jurídicos da securitização de direitos creditórios do agronegócio no mercado...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-10072020-171540/?&lang=pt-br
"Cara, Marília de",A aplicabilidade do seguro de responsabilidade civil de administradores e diretores...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-17012014-100235/?&lang=pt-br
"Carmo, Lie Uema do",Contratos de construção de grandes obras,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-18022013-113746/?&lang=pt-br
"Carneiro, Thiago Jabur",Contribuição ao estudo do contrato de licença de uso de marca,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-03092012-105804/?&lang=pt-br
"Carvalho, Eduardo Henrique Pinto de",Acordo de voto: elementos e vinculação,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-02092016-113701/?&lang=pt-br
"Caselta, Daniel Costa",Responsabilidade civil por danos decorrentes da prática de cartel,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-09112015-114806/?&lang=pt-br
"Cassa, Ivy",Natureza jurídica da reserva matemática nos planos de previdência privada aberta,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-11022015-135457/?&lang=pt-br
"Castela, Lígia Padovani",Ações preferenciais: os impactos na governança corporativa e sua exclusão do Novo...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-17072020-013619/?&lang=pt-br
"Catapani, Marcio Ferro",O mercado de títulos públicos: desmaterialização e circulação,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2011,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-21082012-091744/?&lang=pt-br
"Cattan, Isaac",Democracia acionária: distribuição e exercício do poder nas organizações empresa...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-03052021-025358/?&lang=pt-br
"Chiappin, José Raymundo Novaes",Regulação e desenvolvimento: a engenharia jurídica do desenho e construção do sistema...,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-07082020-013325/?&lang=pt-br
"Chinalia, Olavo Zago",Destinação dos elementos intangíveis do estabelecimento empresarial e do aviamento...,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2008,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-19022009-084640/?&lang=pt-br
"Codorniz, Gabriela Bonini",Aquisição por companhias abertas de ações de sua própria emissão,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2013,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-24102016-160516/?&lang=pt-br
"Coelho, Diego Gonçalves",O patrimônio separado da companhia securitizadora,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2020,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-09052021-221029/?&lang=pt-br
"Conesa, Thaís Ricci",Estudo sobre o know-how: o know-how sob a perspectiva dos direitos da personalid...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-27112020-035837/?&lang=pt-br
"Contin, Rafael Arsie",A cessão fiduciária do direito do acionista aos dividendos no direito privado br...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2015,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-11122015-081258/?&lang=pt-br
"Corradini, Luiz Eduardo Malta",Relação de substituição de ações em operações de incorporação e incorporação de ...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2014,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-21082017-140449/?&lang=pt-br
"Corrêa, Julia Souza",O fim lucrativo da sociedade e o lucro social: interpretação e aplicação no contexto...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2019,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-24072020-010733/?&lang=pt-br
"Corrêa, Mariana Villela",Abuso de posição dominante: condutas de exclusão em relações de distribuição,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-10042013-131710/?&lang=pt-br
"Costa, Patrícia Barbi",Os mútuos dos sócios e acionistas na falência das sociedades limitadas e anônima...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2009,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-06072011-105613/?&lang=pt-br
"Costa, Thiago Dias",O princípio da par condicio creditorum e a recuperação judicial: fundamentos e limites...,Direito Comercial,Dissertação de Mestrado,Faculdade de Direito,2017,https://www.teses.usp.br/teses/disponiveis/2/2132/tde-27112020-035437/?&lang=pt-br
"Craveiro, Mariana Conti",Pactos parassociais patrimoniais: elementos para sua interpretação no direito societário...,Direito Comercial,Tese de Doutorado,Faculdade de Direito,2012,http://www.teses.usp.br/teses/disponiveis/2/2132/tde-18112016-113723/?&lang=pt-br
